Personal profile,Review,Number of likes,Store name,Region
"Local Guide ¡¤ 207 reviews ¡¤ 1,239 photos","There are four ABC-MART stores in Ueno, namely the Okachimachi store, the main store, the Ueno store, and the No. 1 store. These four stores are all located in Ameyoko-cho, which is relatively close to Okachimachi Station. The No. 1 store ¡­",1.0,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 60 reviews ¡¤ 24 photos,"The selection of shoes is great!
However, the female clerk's response was a little strange.
When I was thinking about shoes, I said, ``I don't recommend those,'' or when I ¡­",4.0,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 5 reviews ¡¤ 5 photos,"You can¡¯t find 29cm shoes in the two ABC-MART stores in Asakusa, but they are available here!
After being rained for a day and a half, I can find a suitable pair of waterproof shoes!",,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 29 reviews ¡¤ 21 photos,"I can't go shopping at all because of the poor customer service.
The female staff on the second floor has a bad attitude, the speed is slow, and it's a scary store.",2.0,ABC-MART Ueno,Tokyo
6 reviews,"I wanted to buy shoes for commuting, but they were out of stock.
Not having it in stock wasn't much of a problem, but when I was offered other colors and types and I was a little reluctant, I was left alone and went somewhere ¡­",2.0,ABC-MART Ueno,Tokyo
11 reviews ¡¤ 5 photos,"I found a pair of shoes that I liked, and the store clerk prepared a water cover for me on a rainy day, which made me very happy. We will use you again next time.",1.0,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 108 reviews ¡¤ 501 photos,"When I asked for the order to be delivered as soon as possible, I was told that it would take 4 business days.After that, I called the store myself and obtained a tracking number, and it arrived at the nearest courier office within 1 day. ¡­",2.0,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 59 reviews ¡¤ 456 photos,"I went to see sneakers? for the summer.
There were some items I thought I would like to buy, but there was such a wide selection that I couldn't make up my mind and went home. ¡­",,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 195 reviews ¡¤ 166 photos,"Although I liked the shoe stock itself, the customer service attitude of the male clerk who was inviting customers outside, as well as the language of the male clerk who was in charge of the cash register, were the worst. However, I wonder ¡­",2.0,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 379 reviews ¡¤ 567 photos,"Since it is ABC Mart, the product lineup is the same as other large ABC Mart stores. Same price. Ameyoko is a mecca for ABC Mart, so I hope they offer special prices.",,ABC-MART Ueno,Tokyo
"Local Guide ¡¤ 2,199 reviews ¡¤ 11,342 photos","Perhaps because it's located in Ameyoko in Ueno, I feel like they carry cheaper items than other stores. ¡­",1.0,ABC-MART Ueno,Tokyo
15 reviews,"They have a wide variety of styles and sizes, so it's nice to be able to purchase shoes with a design you like.",,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 15 reviews ¡¤ 10 photos,"There are several Ameyoko stores in Ueno nearby, so even if that store doesn't have it, the staff will be kind enough to check if it's in stock at another store and bring it to you. ¡­",3.0,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 41 reviews ¡¤ 69 photos,"I needed some nurse sandals and heard that they were available at ABC Mart, so I happened to be passing by this store and stopped by this store.
When I asked the young male clerk, he responded in a very curt manner, with a ¡­",3.0,ABC-MART Ueno,Tokyo
"Local Guide ¡¤ 750 reviews ¡¤ 1,903 photos","It was a little off the street compared to the main store, so it was empty and easy to see.",,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 222 reviews ¡¤ 115 photos,"I bought sandals for traveling.
Even though it was busy, the staff provided excellent service.",,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 46 reviews ¡¤ 16 photos,"I was confused, but the store staff was kind enough to help me and I was able to buy some nice shoes. I couldn't help but buy two pairs for my daughter.",,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 694 reviews ¡¤ 879 photos,"The Ueno store has a long history, and the space inside the store is not large. Since it is located in a sporting goods war zone, there are many choices. The prices are cheaper than department stores. There are regular discount products, ¡­",3.0,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 62 reviews ¡¤ 100 photos,"Good service, many shopping options to choose from. If you want to have every model to choose from, Japan Edition is also available, but it's better to go to Shibuya because there is free tax. UENO pays tax. Be careful.",2.0,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 37 reviews,"It scores high in terms of being able to find the shoes you like.
However, when I visited, there was a notice saying, ``We will guide you to the 2nd floor no matter what,'' which was a bit annoying for someone like me who wanted to explore at my own pace. (In the end, I found the shoes I liked on the 1st floor.)",,ABC-MART Ueno,Tokyo
"Local Guide ¡¤ 1,050 reviews ¡¤ 15,735 photos","There are many ABC Marts in Ameyoko, but this one is the biggest and is located off the main street. You can take your time trying on clothes, and there is a sneaker corner on the second floor. The other ABC Mart in Ameyoko is so small that it's hard to see the products, so this is the place to go.",4.0,ABC-MART Ueno,Tokyo
89 reviews ¡¤ 29 photos,"There are a lot to choose from. The price depends on the brand. Personally, I think the price is OK, but there are many places like this. You can still look at it and then come back. There are many things to choose from here. But if you like it, arrange it according to your financial ability.",1.0,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 77 reviews,"Taneguchi is an absolute no-no. Looking down from above makes me feel sick! Be aware of your lack of knowledge and experience. Maybe you won't understand unless you have the same experience. Well, do your best. Failure is the key to success. Adeos!",3.0,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 209 reviews ¡¤ 202 photos,You can find famous shoe brands at half the price or 1/3 of the price compared to TR.,,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 84 reviews ¡¤ 208 photos,"The staff at the store was very kind.My left and right feet are a little different in size, but they taught me how to correct it with insoles?",,ABC-MART Ueno,Tokyo
"Local Guide ¡¤ 1,403 reviews ¡¤ 10,325 photos","Perhaps because of the location, there are a lot of foreign tourists making expensive purchases, and even though I am a Japanese person with a low unit price, I was treated as if I was being bothered by the customer service.",,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 322 reviews,"Normal 3 stars. As always, you will be prompted to buy.
The person in charge was a pleasant middle-aged man. This is a repeat.",,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 81 reviews,"The best selection!! ?I got Nike Air Max 95...?I love it. If you want to buy shoes, this is the place? ¡­",,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 106 reviews ¡¤ 17 photos,"There are several stores nearby, but the cleanliness of the interior and the friendliness of the staff vary greatly depending on the store, so I recommend choosing a store where you can feel comfortable shopping.",,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 214 reviews ¡¤ 125 photos,"A store very close to the main store. Although it's a bit of a mess and doesn't have a wide selection of products, there are many shoe stores in Ueno, and if you can't find them here, you might find them elsewhere, so it's worth checking out.",1.0,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 80 reviews,"The staff is very responsive. The store was clean and seemed to have quite a bit of stock, including the sneakers I wanted.",1.0,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 245 reviews ¡¤ 510 photos,"The store clerk was very knowledgeable and was able to guess exactly what shoes I was wearing, and I was very impressed with the tips on how to polish my shoes.",,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 117 reviews ¡¤ 239 photos,"Even though I went there just before closing time, the staff was kind and helpful.",2.0,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 24 reviews ¡¤ 5 photos,"The store clerk is so kind.
I will buy from here from now on (o¡ä?¦Ø-)b",,ABC-MART Ueno,Tokyo
275 reviews ¡¤ 33 photos,I think they have a better selection of products than other stores.,,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 18 reviews ¡¤ 35 photos,"I came to another ABC Mart because they didn't have the size of shoes I wanted to buy, so I bought them right away.
The store isn't very big, but it seems to have a wide variety of items. The ¡­",,ABC-MART Ueno,Tokyo
"Local Guide ¡¤ 764 reviews ¡¤ 13,312 photos","Careful about fitting, size explanation, etc.",1.0,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 147 reviews ¡¤ 105 photos,"unfriendly
7:55 I chased customers away and said it was closed.",2.0,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 63 reviews,The shoe distribution center near this store carries a larger selection of products.,,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 38 reviews ¡¤ 4 photos,"The female staff member responded kindly.
The advice was accurate and was very helpful to me as I have a disability.",,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 498 reviews ¡¤ 255 photos,"Not only this store, but in the past few years they no longer carry the shoes of the manufacturer I want, so I don't have any use for them.",,ABC-MART Ueno,Tokyo
"Local Guide ¡¤ 811 reviews ¡¤ 22,116 photos","Shoe sales source There are a lot of shops. But the model may not be new, the size may not be complete.",,ABC-MART Ueno,Tokyo
"Local Guide ¡¤ 566 reviews ¡¤ 2,331 photos","It's not particularly amazing, but ABC is ABC. There's no difference between outlets and flat stores.",,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 244 reviews ¡¤ 26 photos,Purchase Hawkins shoes here.,,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 507 reviews ¡¤ 857 photos,I was looking for adidas sneakers and ended up trying them on and buying them immediately.,,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 158 reviews ¡¤ 3 photos,"I went there because I had the shoes I wanted, but I knew they were waiting for me and they didn't serve customers, so I left.",,ABC-MART Ueno,Tokyo
18 reviews,The staff is not very polite. Very persistent with customers Can close the sale,,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 74 reviews ¡¤ 94 photos,"It's secretly expensive, but it's still cheaper than Thailand. But I suggest you go buy at the outlet.",,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 172 reviews ¡¤ 115 photos,"It's crowded, but I think the staff is very responsive.",1.0,ABC-MART Ueno,Tokyo
1 review,"I was offended by the store clerk's high-pressure attitude.
I'll never go again",1.0,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 19 reviews ¡¤ 6 photos,I'm glad the store clerk was polite and helpful.,,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 234 reviews ¡¤ 34 photos,"It's spacious and has more products than a regular store, making it easier to see.",,ABC-MART Ueno,Tokyo
12 reviews,Shoes are very expensive here it is better to try the outlets 30 km around Tokyo,,ABC-MART Ueno,Tokyo
"5,110 reviews ¡¤ 7,462 photos","There are regular sales here, so I shop at those times.",1.0,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 413 reviews ¡¤ 279 photos,"Shoes are mostly aimed at young people.
It's also good to use it for sales.",1.0,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 329 reviews ¡¤ 907 photos,"Among the 4 stores in Ueno Okachimachi,
This store has the best selection of sneakers",,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 189 reviews ¡¤ 138 photos,"Cheap shoe store, but finding the right size is a bit difficult.",,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 83 reviews ¡¤ 7 photos,The best brands with a variety of models and prices. The guys who serve are super attentive and helpful. recommendable,,ABC-MART Ueno,Tokyo
8 reviews,This store has a wide variety of items and you will never get bored.,1.0,ABC-MART Ueno,Tokyo
"Local Guide ¡¤ 176 reviews ¡¤ 6,057 photos",The store manager who was working the cash register? was handsome (ìáo¦Øoìá)?,,ABC-MART Ueno,Tokyo
1 review,I'm glad they also carry 29cm shoes.,1.0,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 234 reviews,"Although the product I was looking for was not available, the staff at the store were polite.",,ABC-MART Ueno,Tokyo
"Local Guide ¡¤ 621 reviews ¡¤ 1,215 photos",There are many sports shoes on the second floor.,,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 400 reviews ¡¤ 52 photos,"cheap! Rather than that, there are a lot of items! Is that correct?",,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 138 reviews ¡¤ 572 photos,"Cheap price, many brands and styles available.",1.0,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 178 reviews ¡¤ 251 photos,They will also tell you how to care for your shoes after purchase.,,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 515 reviews ¡¤ 128 photos,There was a kind clerk!! ?,,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 407 reviews ¡¤ 21 photos,The price is higher than other ABCs because there are many latest works.,,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 271 reviews ¡¤ 182 photos,The young male clerk is polite and energetic!,,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 24 reviews ¡¤ 395 photos,The clerk was kind.,1.0,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 488 reviews ¡¤ 425 photos,Skechers has a smaller variety and is not tax-deductible,1.0,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 83 reviews ¡¤ 135 photos,There are a lot of things. great place for shopping,,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 89 reviews ¡¤ 6 photos,"It's not cheap, but the selection is good",,ABC-MART Ueno,Tokyo
4 reviews,Good selection,,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 214 reviews ¡¤ 355 photos,"As usual, the attitude of the part-time staff is bad.",2.0,ABC-MART Ueno,Tokyo
"Local Guide ¡¤ 640 reviews ¡¤ 1,037 photos",There was nothing I particularly disliked.,,ABC-MART Ueno,Tokyo
2 reviews ¡¤ 34 photos,,,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 25 reviews ¡¤ 65 photos,"The price is not expensive, don't even think about it.",,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 306 reviews ¡¤ 171 photos,It's just a normal store.,,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 829 reviews ¡¤ 433 photos,There are many shoes to choose from.,,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 211 reviews ¡¤ 74 photos,Is there not enough items?,,ABC-MART Ueno,Tokyo
4 reviews,The staff's attitude is very bad,1.0,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 186 reviews ¡¤ 134 photos,Gutte Preise nettes Personal,,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 92 reviews,Noisy store with worst customer service,,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 290 reviews,A store that can be found anywhere.,,ABC-MART Ueno,Tokyo
"Local Guide ¡¤ 283 reviews ¡¤ 1,557 photos",Merrell shoes are abundant.,,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 176 reviews ¡¤ 178 photos,I came looking for Nike sneakers.,,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 116 reviews ¡¤ 71 photos,The store clerk is not an expert.,,ABC-MART Ueno,Tokyo
2 reviews,Enjoy a variety of beautiful shoes.,,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 682 reviews ¡¤ 358 photos,A place for shopping and shopping,,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 123 reviews ¡¤ 28 photos,Customer service is not good,1.0,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 13 reviews ¡¤ 1 photo,Good selection,,ABC-MART Ueno,Tokyo
"Local Guide ¡¤ 1,454 reviews ¡¤ 436 photos",Is it usually cheap?,,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 13 reviews ¡¤ 6 photos,The people at the store are kind,,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 220 reviews ¡¤ 241 photos,There's a bargain!,,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 79 reviews ¡¤ 187 photos,Shopping area,,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 51 reviews ¡¤ 3 photos,They have good offers!,,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 10 reviews ¡¤ 1 photo,bad response,1.0,ABC-MART Ueno,Tokyo
"Local Guide ¡¤ 271 reviews ¡¤ 18,934 photos",Can be bought cheaply,,ABC-MART Ueno,Tokyo
"559 reviews ¡¤ 3,110 photos",good,,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 236 reviews ¡¤ 19 photos,Very cheap,,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 422 reviews ¡¤ 69 photos,travel,,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 261 reviews ¡¤ 1 photo,usually,,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 527 reviews ¡¤ 117 photos,Lively,,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 334 reviews ¡¤ 66 photos,ordinary,,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 428 reviews ¡¤ 292 photos,Typical ABC,,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 268 reviews ¡¤ 69 photos,Not so good,,ABC-MART Ueno,Tokyo
Local Guide ¡¤ 60 reviews ¡¤ 133 photos,"Nice brands of sneakers, kind staff. But shop is bit old, small and basic.",1.0,BILLY'S ENT Shibuya,Tokyo
3 reviews,Extremely good customer service and a wide variety of shoes and accessories,1.0,BILLY'S ENT Shibuya,Tokyo
5 reviews ¡¤ 6 photos,Nice atmosphere store with helpful staff. Sale prices were higher than prices abroad (i.e. the US) but you can find some early pairs of Nikes as well as some more limited models such as the Saucony Cafe du Mondes.,,BILLY'S ENT Shibuya,Tokyo
2 reviews,"Bad service, don¡¯t have complete collection",,BILLY'S ENT Shibuya,Tokyo
"Local Guide ¡¤ 406 reviews ¡¤ 1,357 photos",You may find a Good Price Shoes in here,,BILLY'S ENT Shibuya,Tokyo
Local Guide ¡¤ 137 reviews ¡¤ 104 photos,Awesome classic shoes! Can be a bit pricey,,BILLY'S ENT Shibuya,Tokyo
12 reviews ¡¤ 15 photos,Shoes are nice and with full size shoes!,,BILLY'S ENT Shibuya,Tokyo
Local Guide ¡¤ 160 reviews ¡¤ 199 photos,"Good range of Sneakers, friendly staff,",2.0,BILLY'S ENT Shibuya,Tokyo
Local Guide ¡¤ 42 reviews ¡¤ 128 photos,Good,,BILLY'S ENT Shibuya,Tokyo
Local Guide ¡¤ 240 reviews ¡¤ 14 photos,high quality products,,BILLY'S ENT Shibuya,Tokyo
Local Guide ¡¤ 36 reviews ¡¤ 7 photos,A lot of accesories inside,,BILLY'S ENT Shibuya,Tokyo
Local Guide ¡¤ 11 reviews,"Vans, Nike, NB, Adidas",1.0,BILLY'S ENT Shibuya,Tokyo
"Local Guide ¡¤ 276 reviews ¡¤ 2,353 photos","2023-10-30 I intend to buy Converse shoes. This model from this shop Regularly, if you come to Japan, you have to buy shoes.
This time I got 2 couples, my girlfriend and I...the female employees are cute. ¡­",,BILLY'S ENT Shibuya,Tokyo
Local Guide ¡¤ 65 reviews ¡¤ 195 photos,The shoes I originally tried on were not in my size! The store clerk who wears glasses recommended buying a pair of converse! Very patient and kind! The smile always on your face is so cute! ! ! !,,BILLY'S ENT Shibuya,Tokyo
Local Guide ¡¤ 161 reviews ¡¤ 836 photos,"This is the place I found after wandering around to buy my wife's Converse mules. The nearby ABC Mart said they didn't offer tax refunds, but they said they would do it coolly here. It's not very friendly, but it has a lot of good products, so if you like shoes, it's a place worth stopping by.",,BILLY'S ENT Shibuya,Tokyo
